diane
1	2
2	1
3	16
4	17
5	12
6	0
7	1
8	0
9	0
na
0	0
1	0
2	2
3	8
4	8
5	31
6	1
7	0
8	0
9	0
contributions
0	1
1	0
2	0
3	2
4	1
5	8
6	13
7	20
8	2
9	3
favor
0	3
1	0
2	1
3	1
4	1
5	10
6	5
7	25
8	0
9	4
seeing
0	0
1	0
2	0
3	1
4	0
5	13
6	13
7	16
8	2
9	5
dates
0	0
1	0
2	0
3	0
4	1
5	12
6	17
7	10
8	5
9	5
miracle
0	1
1	0
2	0
3	1
4	2
5	3
6	0
7	11
8	9
9	23
k
0	0
1	2
2	1
3	2
4	1
5	34
6	4
7	6
8	0
9	0
viewers
0	1
1	0
2	0
3	0
4	0
5	19
6	15
7	13
8	1
9	1
address
0	0
1	0
2	0
3	1
4	0
5	30
6	10
7	6
8	2
9	1
id
0	0
1	2
2	0
3	1
4	3
5	34
6	7
7	3
8	0
9	0
helps
0	1
1	0
2	0
3	0
4	0
5	9
6	13
7	15
8	6
9	6
virgin
0	0
1	0
2	0
3	4
4	2
5	16
6	7
7	14
8	3
9	4
me
0	0
1	0
2	1
3	0
4	1
5	10
6	7
7	24
8	0
9	7
om
0	1
1	0
2	1
3	2
4	2
5	28
6	4
7	8
8	1
9	3
by
0	0
1	1
2	0
3	0
4	6
5	38
6	2
7	2
8	1
9	0
theatre
0	0
1	0
2	1
3	0
4	2
5	8
6	9
7	18
8	4
9	8
chip
0	0
1	0
2	0
3	2
4	4
5	25
6	10
7	8
8	1
9	0
smells
0	0
1	2
2	3
3	14
4	10
5	13
6	4
7	3
8	0
9	1
ir
0	0
1	1
2	0
3	3
4	5
5	36
6	2
7	2
8	1
9	0
parker
0	0
1	0
2	0
3	0
4	2
5	34
6	3
7	9
8	1
9	1
favorite
0	1
1	0
2	0
3	0
4	0
5	7
6	7
7	15
8	10
9	10
fair
0	0
1	0
2	0
3	0
4	0
5	8
6	8
7	20
8	6
9	8
interesting
0	0
1	0
2	0
3	0
4	0
5	3
6	5
7	19
8	9
9	14
project
0	1
1	1
2	0
3	2
4	2
5	13
6	14
7	13
8	4
9	0
ron
0	0
1	0
2	1
3	1
4	3
5	38
6	6
7	1
8	0
9	0
opera
0	0
1	1
2	1
3	3
4	8
5	13
6	7
7	13
8	0
9	4
cool
0	0
1	0
2	0
3	1
4	0
5	4
6	6
7	23
8	4
9	12
industrial
0	0
1	0
2	1
3	7
4	7
5	21
6	4
7	9
8	1
9	0
estimate
0	0
1	0
2	0
3	1
4	4
5	28
6	10
7	5
8	2
9	0
smith
0	1
1	1
2	0
3	2
4	2
5	35
6	3
7	3
8	1
9	2
share
0	0
1	0
2	0
3	1
4	1
5	7
6	10
7	19
8	4
9	8
option
0	1
1	0
2	0
3	0
4	2
5	15
6	15
7	14
8	1
9	2
death
0	1
1	38
2	2
3	6
4	0
5	2
6	0
7	1
8	0
9	0
magazine
0	1
1	0
2	1
3	1
4	3
5	13
6	13
7	12
8	3
9	3
longtime
0	1
1	0
2	0
3	7
4	6
5	16
6	10
7	6
8	1
9	3
proof
0	0
1	0
2	0
3	0
4	1
5	19
6	16
7	11
8	1
9	2
giving
0	0
1	0
2	0
3	0
4	1
5	4
6	8
7	26
8	4
9	7
everyone
0	0
1	0
2	0
3	0
4	0
5	19
6	17
7	7
8	3
9	4
headache
0	1
1	24
2	4
3	17
4	4
5	0
6	0
7	0
8	0
9	0
laude
0	0
1	0
2	0
3	2
4	3
5	25
6	4
7	12
8	3
9	1
lies
0	0
1	12
2	11
3	18
4	5
5	3
6	0
7	0
8	1
9	0
sanctions
0	0
1	5
2	5
3	14
4	9
5	9
6	2
7	5
8	1
9	0
america's
0	0
1	0
2	0
3	0
4	3
5	23
6	6
7	11
8	1
9	6
noting
0	0
1	1
2	1
3	4
4	4
5	31
6	3
7	5
8	1
9	0
appropriate
0	0
1	0
2	0
3	1
4	2
5	12
6	10
7	20
8	3
9	2
gone
0	2
1	8
2	1
3	15
4	12
5	7
6	2
7	3
8	0
9	0
rate
0	0
1	1
2	0
3	2
4	4
5	23
6	13
7	5
8	2
9	0
matter
0	0
1	1
2	0
3	0
4	0
5	33
6	9
7	6
8	1
9	0
mph
0	0
1	0
2	1
3	3
4	4
5	26
6	7
7	7
8	1
9	1
invited
0	0
1	0
2	0
3	1
4	1
5	9
6	8
7	24
8	4
9	3
whoa
0	1
1	1
2	0
3	4
4	9
5	16
6	7
7	8
8	2
9	2
owned
0	1
1	1
2	1
3	2
4	3
5	14
6	11
7	14
8	0
9	3
won't
0	0
1	3
2	1
3	18
4	15
5	12
6	1
7	0
8	0
9	0
ran
0	0
1	1
2	0
3	3
4	3
5	22
6	10
7	6
8	4
9	1
@ddlovato
0	2
1	0
2	0
3	3
4	1
5	41
6	1
7	2
8	0
9	0
trouble
0	0
1	14
2	5
3	19
4	4
5	7
6	0
7	1
8	0
9	0
nicht
0	0
1	2
2	2
3	7
4	5
5	32
6	1
7	1
8	0
9	0
people
0	0
1	0
2	2
3	0
4	3
5	12
6	12
7	12
8	5
9	4
yah
0	0
1	1
2	2
3	5
4	3
5	18
6	11
7	9
8	1
9	0
guest
0	0
1	0
2	0
3	1
4	2
5	10
6	13
7	13
8	3
9	8
conditions
0	1
1	0
2	0
3	9
4	7
5	22
6	5
7	5
8	0
9	1
treated
0	1
1	0
2	0
3	3
4	5
5	17
6	12
7	7
8	2
9	3
protection
0	0
1	0
2	0
3	2
4	2
5	5
6	9
7	24
8	5
9	3
source
0	0
1	0
2	0
3	1
4	1
5	28
6	7
7	9
8	2
9	2
yoga
0	0
1	0
2	1
3	0
4	0
5	9
6	7
7	13
8	8
9	12
penalty
0	0
1	8
2	9
3	24
4	5
5	2
6	0
7	2
8	0
9	0
local
0	1
1	1
2	0
3	0
4	1
5	27
6	7
7	13
8	0
9	0
failed
0	0
1	26
2	8
3	15
4	0
5	1
6	0
7	0
8	0
9	0
brazil
0	0
1	0
2	0
3	1
4	2
5	18
6	9
7	13
8	4
9	3
w/
0	0
1	1
2	0
3	2
4	3
5	34
6	7
7	3
8	0
9	0
really
0	1
1	0
2	0
3	1
4	0
5	21
6	13
7	9
8	2
9	3
roy
0	1
1	0
2	1
3	2
4	3
5	31
6	5
7	4
8	3
9	0
education
0	0
1	1
2	1
3	0
4	0
5	5
6	8
7	20
8	7
9	8
klein
0	0
1	0
2	0
3	1
4	6
5	34
6	4
7	3
8	0
9	2
valentine
0	1
1	0
2	0
3	0
4	0
5	6
6	2
7	17
8	7
9	17
peter
0	0
1	0
2	1
3	0
4	1
5	33
6	8
7	5
8	1
9	1
friedman
0	2
1	0
2	1
3	3
4	3
5	34
6	2
7	3
8	2
9	0
theres
0	1
1	1
2	2
3	3
4	2
5	36
6	4
7	1
8	0
9	0
fish
0	0
1	0
2	1
3	2
4	1
5	10
6	9
7	13
8	4
9	10
hahaha
0	0
1	0
2	0
3	0
4	2
5	5
6	1
7	8
8	4
9	30
allowing
0	0
1	0
2	0
3	0
4	2
5	13
6	16
7	14
8	4
9	1
ear
0	0
1	1
2	0
3	0
4	1
5	29
6	11
7	5
8	1
9	2
warner
0	0
1	3
2	0
3	3
4	2
5	27
6	3
7	10
8	1
9	1
reader
0	0
1	0
2	0
3	1
4	0
5	11
6	16
7	18
8	0
9	4
item
0	0
1	0
2	0
3	1
4	1
5	29
6	12
7	5
8	2
9	0
hear
0	0
1	0
2	0
3	1
4	2
5	21
6	11
7	12
8	1
9	2
ceremony
0	1
1	0
2	1
3	0
4	1
5	7
6	11
7	22
8	4
9	3
truck
0	1
1	1
2	0
3	2
4	1
5	23
6	10
7	9
8	2
9	1
express
0	0
1	0
2	0
3	0
4	0
5	15
6	22
7	9
8	4
9	0
joseph
0	1
1	1
2	1
3	0
4	0
5	32
6	5
7	6
8	1
9	3
1980's
0	0
1	1
2	0
3	3
4	4
5	10
6	13
7	10
8	4
9	5
tattoo
0	0
1	3
2	1
3	9
4	7
5	8
6	9
7	7
8	3
9	3
whom
0	1
1	0
2	0
3	3
4	2
5	39
6	2
7	2
8	0
9	1
disclosed
0	0
1	0
2	0
3	6
4	7
5	25
6	9
7	3
8	0
9	0
show
0	1
1	0
2	0
3	0
4	1
5	12
6	14
7	16
8	2
9	4
win
0	0
1	0
2	0
3	0
4	0
5	2
6	1
7	11
8	11
9	25
nd
0	1
1	0
2	1
3	2
4	0
5	45
6	0
7	1
8	0
9	0
chicago
0	0
1	0
2	0
3	3
4	2
5	23
6	6
7	7
8	6
9	3
greg
0	1
1	0
2	0
3	1
4	0
5	38
6	6
7	3
8	1
9	0
lack
0	1
1	5
2	6
3	20
4	10
5	7
6	1
7	0
8	0
9	0
bridegroom
0	0
1	0
2	0
3	1
4	0
5	11
6	9
7	18
8	3
9	8
bike
0	0
1	0
2	0
3	0
4	2
5	9
6	9
7	19
8	3
9	8
wash
0	0
1	0
2	0
3	2
4	5
5	15
6	11
7	16
8	1
9	0
even
0	0
1	0
2	0
3	2
4	3
5	22
6	15
7	5
8	1
9	2
finish
0	0
1	0
2	0
3	2
4	1
5	4
6	13
7	19
8	4
9	7
ltd
0	1
1	0
2	0
3	4
4	5
5	35
6	3
7	1
8	1
9	0
ibm
0	0
1	1
2	0
3	0
4	1
5	29
6	10
7	6
8	0
9	3
parade
0	1
1	0
2	1
3	2
4	3
5	10
6	4
7	15
8	9
9	5
breath
0	1
1	0
2	0
3	0
4	0
5	13
6	13
7	14
8	3
9	6
gary
0	0
1	1
2	0
3	2
4	2
5	34
6	7
7	4
8	0
9	0
immediately
0	0
1	0
2	0
3	2
4	4
5	17
6	15
7	10
8	2
9	0
consulting
0	0
1	0
2	1
3	1
4	3
5	21
6	12
7	10
8	2
9	0
lol
0	0
1	0
2	0
3	3
4	2
5	9
6	2
7	16
8	6
9	12
flushing
0	0
1	3
2	3
3	12
4	12
5	14
6	2
7	4
8	0
9	0
fresh
0	0
1	0
2	0
3	1
4	0
5	4
6	4
7	24
8	5
9	12
figured
0	1
1	0
2	1
3	0
4	0
5	27
6	14
7	7
8	0
9	0
return
0	0
1	2
2	0
3	4
4	6
5	16
6	13
7	8
8	1
9	0
dj
0	1
1	0
2	0
3	1
4	1
5	19
6	12
7	12
8	1
9	3
p
0	0
1	0
2	0
3	1
4	2
5	44
6	1
7	1
8	0
9	1
bishop
0	0
1	1
2	0
3	7
4	6
5	15
6	6
7	13
8	1
9	1
los
0	0
1	1
2	2
3	5
4	4
5	32
6	3
7	3
8	0
9	0
presbyterian
0	0
1	3
2	0
3	2
4	4
5	28
6	7
7	4
8	1
9	1
serious
0	0
1	1
2	2
3	12
4	10
5	16
6	4
7	4
8	1
9	0
drunk
0	0
1	7
2	2
3	23
4	3
5	4
6	4
7	2
8	1
9	4
minister
0	0
1	0
2	1
3	5
4	9
5	16
6	9
7	9
8	0
9	1
leonard
0	1
1	0
2	0
3	3
4	1
5	33
6	5
7	5
8	2
9	0
stone
0	1
1	0
2	1
3	3
4	10
5	18
6	10
7	6
8	0
9	1
rose
0	0
1	0
2	1
3	0
4	0
5	4
6	7
7	15
8	10
9	13
y
0	0
1	1
2	2
3	8
4	6
5	28
6	4
7	1
8	0
9	0
rocks
0	0
1	0
2	0
3	5
4	1
5	13
6	10
7	16
8	3
9	2
keep
0	0
1	0
2	0
3	1
4	1
5	20
6	12
7	15
8	0
9	1
precious
0	0
1	0
2	0
3	0
4	2
5	8
6	1
7	13
8	12
9	14
better
0	0
1	0
2	0
3	2
4	0
5	2
6	7
7	27
8	5
9	7
editing
0	0
1	0
2	1
3	3
4	5
5	21
6	13
7	6
8	0
9	1
episode
0	0
1	0
2	0
3	3
4	2
5	19
6	11
7	11
8	3
9	1
yours
0	0
1	0
2	0
3	0
4	2
5	18
6	9
7	13
8	3
9	5
supply
0	0
1	0
2	0
3	0
4	3
5	21
6	13
7	12
8	0
9	1
em
0	0
1	2
2	0
3	4
4	3
5	36
6	3
7	1
8	1
9	0
e-mail
0	0
1	0
2	0
3	0
4	1
5	11
6	10
7	19
8	5
9	4
final
0	0
1	2
2	0
3	7
4	9
5	15
6	8
7	5
8	2
9	2
and
0	0
1	0
2	0
3	0
4	0
5	43
6	4
7	2
8	1
9	0
leaders
0	0
1	0
2	0
3	2
4	4
5	13
6	16
7	12
8	0
9	3
ao
0	0
1	1
2	0
3	3
4	4
5	39
6	2
7	1
8	0
9	0
anymore
0	0
1	1
2	1
3	6
4	12
5	24
6	3
7	3
8	0
9	0
foster
0	0
1	1
2	2
3	5
4	5
5	19
6	8
7	8
8	1
9	1
queens
0	0
1	0
2	1
3	1
4	1
5	16
6	7
7	11
8	6
9	7
panel
0	0
1	0
2	0
3	2
4	6
5	21
6	10
7	7
8	3
9	1
surprise
0	0
1	0
2	0
3	1
4	2
5	3
6	5
7	13
8	10
9	16
spend
0	0
1	0
2	3
3	10
4	7
5	8
6	10
7	10
8	0
9	2
la
0	0
1	0
2	0
3	4
4	3
5	35
6	5
7	3
8	0
9	0
already
0	0
1	0
2	0
3	4
4	5
5	26
6	6
7	6
8	3
9	0
todo
0	1
1	0
2	1
3	5
4	5
5	23
6	8
7	6
8	1
9	0
ghost
0	0
1	11
2	4
3	12
4	5
5	9
6	3
7	5
8	0
9	1
knowledge
0	0
1	0
2	1
3	0
4	0
5	4
6	7
7	20
8	4
9	14
omg
0	0
1	2
2	0
3	7
4	8
5	13
6	9
7	9
8	0
9	2
saying
0	0
1	0
2	0
3	0
4	1
5	29
6	9
7	11
8	0
9	0
danger
0	0
1	14
2	7
3	17
4	3
5	6
6	2
7	0
8	1
9	0
b4
0	1
1	1
2	0
3	2
4	6
5	31
6	6
7	2
8	1
9	0
victory
0	0
1	0
2	0
3	0
4	0
5	1
6	3
7	14
8	10
9	22
sara
0	1
1	1
2	0
3	3
4	2
5	21
6	10
7	7
8	1
9	4
album
0	0
1	0
2	0
3	0
4	0
5	10
6	10
7	24
8	2
9	4
cares
0	0
1	0
2	0
3	2
4	0
5	2
6	3
7	23
8	7
9	13
exchange
0	1
1	0
2	0
3	0
4	2
5	17
6	19
7	11
8	0
9	0
square
0	0
1	0
2	0
3	1
4	3
5	29
6	5
7	12
8	0
9	0
veteran
0	0
1	0
2	0
3	2
4	6
5	16
6	12
7	14
8	0
9	0
um
0	0
1	1
2	0
3	4
4	9
5	33
6	2
7	1
8	0
9	0
etc
0	0
1	0
2	1
3	3
4	1
5	30
6	11
7	4
8	0
9	0
tap
0	0
1	0
2	1
3	2
4	3
5	26
6	9
7	7
8	1
9	1
drugs
0	1
1	15
2	7
3	16
4	4
5	4
6	1
7	2
8	0
9	0
arms
0	0
1	0
2	0
3	2
4	4
5	25
6	11
7	8
8	0
9	0
reminds
0	0
1	0
2	1
3	3
4	4
5	18
6	16
7	7
8	1
9	0
doc
0	0
1	1
2	1
3	4
4	9
5	19
6	10
7	4
8	0
9	2
flash
0	0
1	0
2	0
3	0
4	1
5	20
6	11
7	16
8	1
9	1
synagogue
0	0
1	1
2	2
3	1
4	3
5	19
6	11
7	10
8	2
9	1
champion
0	0
1	0
2	0
3	0
4	0
5	5
6	1
7	16
8	13
9	15
evening
0	0
1	0
2	0
3	0
4	2
5	10
6	14
7	16
8	5
9	3
cnt
0	0
1	0
2	0
3	6
4	3
5	39
6	1
7	1
8	0
9	0
surname
0	0
1	0
2	0
3	1
4	1
5	32
6	7
7	8
8	0
9	1
i'm
0	1
1	0
2	0
3	0
4	2
5	26
6	9
7	6
8	1
9	5
building
0	0
1	0
2	0
3	0
4	1
5	23
6	8
7	16
8	0
9	2
sees
0	1
1	0
2	0
3	1
4	1
5	21
6	10
7	13
8	2
9	1
@tweetmeme
0	0
1	3
2	2
3	6
4	3
5	23
6	6
7	5
8	0
9	2
position
0	0
1	0
2	0
3	0
4	1
5	25
6	9
7	12
8	1
9	2
holding
0	0
1	0
2	0
3	3
4	1
5	20
6	15
7	9
8	2
9	0
rent
0	1
1	2
2	2
3	17
4	13
5	11
6	1
7	2
8	1
9	0
deal
0	0
1	0
2	0
3	0
4	1
5	11
6	15
7	20
8	0
9	3
b-included
0	1
1	1
2	1
3	2
4	0
5	35
6	4
7	5
8	0
9	1
personal
0	0
1	0
2	0
3	1
4	3
5	13
6	14
7	14
8	4
9	1
bc
0	0
1	0
2	1
3	5
4	1
5	41
6	1
7	1
8	0
9	0
owner
0	1
1	0
2	0
3	0
4	2
5	15
6	12
7	14
8	2
9	4
primarily
0	0
1	0
2	0
3	1
4	3
5	29
6	9
7	7
8	1
9	0
saints
0	0
1	0
2	1
3	0
4	3
5	7
6	5
7	13
8	8
9	13
continues
0	1
1	0
2	0
3	0
4	0
5	23
6	18
7	6
8	0
9	2
happy
0	0
1	0
2	0
3	0
4	0
5	1
6	1
7	10
8	8
9	30
networking
0	0
1	0
2	1
3	0
4	1
5	16
6	9
7	20
8	1
9	2
financing
0	0
1	1
2	1
3	4
4	9
5	8
6	11
7	8
8	3
9	5
americans
0	1
1	0
2	0
3	0
4	1
5	13
6	8
7	16
8	3
9	8
table
0	0
1	0
2	0
3	0
4	0
5	39
6	7
7	3
8	1
9	0
wasnt
0	0
1	3
2	0
3	18
4	18
5	10
6	1
7	0
8	0
9	0
recognize
0	1
1	0
2	0
3	0
4	2
5	13
6	12
7	19
8	1
9	2
milk
0	0
1	2
2	1
3	1
4	3
5	9
6	8
7	15
8	5
9	6
green
0	1
1	0
2	0
3	0
4	2
5	6
6	9
7	19
8	3
9	10
compromise
0	0
1	1
2	0
3	7
4	10
5	8
6	6
7	13
8	3
9	2
ruling
0	0
1	1
2	2
3	6
4	11
5	21
6	3
7	5
8	0
9	1
chairman
0	1
1	0
2	1
3	2
4	4
5	25
6	6
7	8
8	3
9	0
yellow
0	0
1	0
2	0
3	3
4	1
5	23
6	9
7	8
8	2
9	4
whenever
0	1
1	0
2	0
3	6
4	8
5	21
6	11
7	0
8	2
9	1
serving
0	0
1	0
2	1
3	1
4	6
5	16
6	14
7	9
8	1
9	2
philadelphia
0	0
1	0
2	0
3	1
4	5
5	21
6	9
7	11
8	0
9	3
b
0	0
1	1
2	3
3	1
4	3
5	38
6	0
7	3
8	0
9	1
trading
0	0
1	0
2	0
3	1
4	1
5	14
6	13
7	16
8	2
9	3
partner
0	0
1	0
2	0
3	0
4	1
5	9
6	10
7	19
8	6
9	5
outfit
0	1
1	1
2	0
3	1
4	1
5	18
6	12
7	12
8	2
9	2
oops
0	1
1	2
2	2
3	20
4	16
5	2
6	3
7	4
8	0
9	0
delay
0	1
1	3
2	2
3	29
4	4
5	8
6	2
7	1
8	0
9	0
substantial
0	0
1	0
2	0
3	1
4	1
5	18
6	13
7	15
8	1
9	1
web
0	1
1	0
2	2
3	1
4	3
5	11
6	15
7	11
8	3
9	3
seconds
0	0
1	0
2	1
3	2
4	4
5	32
6	8
7	2
8	1
9	0
partly
0	0
1	0
2	0
3	1
4	6
5	31
6	5
7	4
8	1
9	2
yu
0	1
1	2
2	1
3	3
4	2
5	36
6	1
7	3
8	0
9	1
student
0	0
1	0
2	0
3	0
4	1
5	10
6	11
7	21
8	1
9	6
wa
0	0
1	1
2	0
3	3
4	4
5	34
6	4
7	3
8	0
9	1
set
0	0
1	0
2	2
3	0
4	1
5	24
6	12
7	10
8	0
9	1
teach
0	0
1	1
2	1
3	0
4	0
5	7
6	12
7	20
8	3
9	6
votes
0	1
1	0
2	0
3	1
4	1
5	17
6	6
7	20
8	0
9	4
real
0	0
1	0
2	0
3	0
4	0
5	9
6	9
7	22
8	4
9	6
country
0	1
1	0
2	1
3	0
4	1
5	13
6	9
7	17
8	2
9	6
architect
0	0
1	0
2	0
3	0
4	0
5	15
6	11
7	17
8	5
9	2
auf
0	2
1	0
2	1
3	3
4	3
5	41
6	0
7	0
8	0
9	0
chronicle
0	1
1	1
2	0
3	1
4	3
5	24
6	5
7	14
8	0
9	1
burger
0	2
1	2
2	0
3	2
4	2
5	8
6	5
7	17
8	4
9	8
job
0	0
1	0
2	2
3	2
4	5
5	12
6	5
7	19
8	0
9	5
rainbow
0	0
1	0
2	0
3	0
4	0
5	1
6	2
7	10
8	15
9	22
wireless
0	1
1	0
2	0
3	1
4	1
5	14
6	11
7	13
8	6
9	3
streak
0	0
1	1
2	2
3	3
4	8
5	17
6	11
7	8
8	0
9	0
xp
0	0
1	0
2	1
3	0
4	2
5	22
6	5
7	13
8	2
9	5
agent
0	1
1	1
2	0
3	2
4	8
5	22
6	8
7	7
8	1
9	0
auch
0	0
1	1
2	3
3	7
4	4
5	33
6	1
7	1
8	0
9	0
counting
0	0
1	0
2	0
3	2
4	4
5	31
6	7
7	6
8	0
9	0
david
0	0
1	0
2	1
3	1
4	1
5	29
6	7
7	10
8	0
9	1
secrets
0	0
1	0
2	2
3	7
4	10
5	9
6	8
7	9
8	2
9	3
met
0	0
1	0
2	0
3	0
4	1
5	21
6	16
7	10
8	2
9	0
leader
0	0
1	0
2	1
3	0
4	1
5	11
6	11
7	20
8	2
9	4
resigned
0	0
1	4
2	4
3	18
4	8
5	11
6	0
7	5
8	0
9	0
tt
0	1
1	0
2	0
3	5
4	2
5	39
6	1
7	0
8	1
9	1
#haiti
0	1
1	5
2	1
3	9
4	10
5	9
6	7
7	7
8	0
9	1
white
0	1
1	0
2	0
3	0
4	0
5	18
6	4
7	19
8	5
9	3
or
0	0
1	0
2	1
3	2
4	2
5	40
6	2
7	3
8	0
9	0
wonder
0	0
1	0
2	0
3	1
4	0
5	5
6	8
7	17
8	12
9	7
could
0	1
1	0
2	0
3	0
4	1
5	30
6	7
7	9
8	1
9	1
year's
0	1
1	0
2	0
3	1
4	1
5	32
6	8
7	6
8	1
9	0
organic
0	0
1	1
2	0
3	1
4	2
5	12
6	9
7	16
8	3
9	6
missed
0	0
1	2
2	2
3	21
4	16
5	5
6	3
7	0
8	1
9	0
rates
0	0
1	0
2	1
3	5
4	11
5	22
6	6
7	5
8	0
9	0
foods
0	0
1	1
2	0
3	0
4	0
5	3
6	7
7	19
8	8
9	12
phoenix
0	1
1	0
2	0
3	1
4	1
5	20
6	10
7	10
8	3
9	4
port
0	1
1	0
2	1
3	1
4	3
5	25
6	11
7	6
8	0
9	2
saint
0	0
1	2
2	0
3	1
4	2
5	10
6	6
7	21
8	1
9	7
referred
0	0
1	0
2	0
3	1
4	3
5	22
6	12
7	12
8	0
9	0
learning
0	0
1	0
2	1
3	0
4	1
5	4
6	7
7	25
8	5
9	7
aye
0	1
1	1
2	0
3	3
4	0
5	26
6	8
7	8
8	0
9	3
hun
0	0
1	2
2	0
3	6
4	4
5	22
6	10
7	2
8	2
9	2
research
0	0
1	0
2	0
3	0
4	0
5	10
6	16
7	19
8	1
9	4
entertainment
0	0
1	0
2	0
3	0
4	0
5	3
6	2
7	20
8	4
9	21
rob
0	1
1	13
2	5
3	14
4	1
5	13
6	0
7	2
8	1
9	0
burial
0	0
1	21
2	10
3	12
4	1
5	2
6	0
7	2
8	1
9	1
considering
0	0
1	0
2	1
3	0
4	3
5	23
6	12
7	10
8	0
9	1
keith
0	0
1	0
2	0
3	4
4	2
5	33
6	5
7	6
8	0
9	0
doll
0	2
1	0
2	0
3	3
4	3
5	5
6	16
7	15
8	0
9	6
survey
0	0
1	0
2	0
3	2
4	3
5	14
6	9
7	13
8	5
9	4
bring
0	0
1	0
2	1
3	2
4	2
5	26
6	14
7	5
8	0
9	0
ja
0	1
1	1
2	2
3	0
4	4
5	34
6	4
7	4
8	0
9	0
parties
0	0
1	0
2	0
3	0
4	1
5	7
6	2
7	16
8	8
9	16
that's
0	0
1	0
2	0
3	1
4	0
5	40
