Word	Havg	StDev	FreqListRank	TwitterRank
사실상	5374	5.28	0.7570	--	2294
제이드	5375	5.28	0.5360	3434	--
겠소	5376	5.28	0.6402	3688	--
먹어달래	5377	5.28	0.9044	5167	--
찾는	5378	5.28	0.7296	1892	3666
영향을	5379	5.28	0.7835	--	3189
걸어가야	5380	5.28	0.7835	4880	--
화요일	5381	5.28	0.7010	--	5076
코	5382	5.28	0.6074	--	3392
인가	5383	5.28	0.8091	--	3089
때까지	5384	5.28	0.7570	1305	1890
종류	5385	5.28	0.8091	1389	--
있기	5386	5.28	0.7010	3216	2221
30일	5387	5.28	0.7835	--	2248
멘션은	5388	5.28	0.7570	--	5577
바꾸면	5389	5.28	1.0309	--	5025
글고	5390	5.28	0.7835	--	2810
가격을	5391	5.28	0.6713	3427	--
어떤	5392	5.28	0.6402	37	130
농장에서만	5393	5.28	0.7570	4328	--
8시	5394	5.28	0.5360	--	1644
5일	5395	5.28	0.6402	--	2159
yg	5396	5.28	0.7835	--	4876
또다시	5397	5.28	1.0110	--	2647
때의	5398	5.28	0.6713	--	5942
현	5399	5.28	0.7296	--	2102
같군	5400	5.28	0.6713	3182	--
대통령을	5401	5.28	1.0698	--	2480
수레면	5402	5.28	0.6402	3323	--
붙어	5403	5.28	0.7570	2742	--
며칠	5404	5.28	0.8340	--	3409
목소리가	5405	5.28	0.6402	--	1666
나면	5406	5.28	0.6074	1718	2257
10분을	5407	5.28	0.7296	--	5549
댓글로	5408	5.28	0.6713	2248	--
각	5409	5.28	0.7296	--	2320
소위	5410	5.28	0.7010	--	5460
해다면	5411	5.28	0.7296	3861	--
그러면서도	5412	5.28	0.9267	2544	--
대구	5413	5.28	0.8340	--	1055
확산	5414	5.28	1.2129	--	4150
이제	5415	5.28	0.6402	57	28
그것에	5416	5.28	0.6074	360	--
겨울은	5417	5.28	1.1959	--	6096
시점에서	5418	5.28	0.7296	2896	--
2분께	5419	5.28	0.6713	--	2313
떠놓은	5420	5.28	0.7835	3885	--
옆에	5421	5.28	1.0309	1270	749
이래서	5422	5.28	0.8340	--	1493
반응이	5423	5.28	0.6402	--	3164
2011년도	5424	5.28	0.8581	--	4724
만든	5425	5.28	0.6074	1140	402
관해	5426	5.28	0.6074	1251	--
가격이	5427	5.28	0.9267	--	4593
꿨어요	5428	5.28	0.8340	3613	--
생각만	5429	5.28	0.9044	2760	5644
B1A4	5430	5.28	0.9485	--	4527
조금은	5431	5.28	0.8581	3678	3394
중에	5432	5.28	0.5729	627	732
있다니	5433	5.28	0.6402	--	4992
링크	5434	5.28	0.6402	--	2304
돌아갈	5435	5.28	0.9906	1795	--
파일	5436	5.28	0.6713	--	4263
기억해봐	5437	5.28	0.9267	4316	--
하나은행	5438	5.28	0.8581	--	1481
물건을	5439	5.28	0.7570	1356	--
담겨있긴	5440	5.28	0.6074	4450	--
자막팀	5441	5.28	0.8581	1733	--
이른	5442	5.28	0.8581	--	5953
순식간에	5443	5.28	0.8816	--	5946
말해봐	5444	5.28	0.7010	1159	--
말할	5445	5.28	0.7835	254	2228
거에요	5446	5.28	0.6074	373	2490
대해서	5447	5.28	0.7010	548	1137
불러서	5448	5.28	0.8091	4312	6132
불리고	5449	5.28	0.7010	4143	--
해서	5450	5.28	0.6074	432	243
데이비스	5451	5.28	0.6713	5322	--
계기로	5452	5.28	0.8581	--	6082
실제	5453	5.28	0.7570	3682	1654
나능	5454	5.28	0.8091	--	3459
진이	5455	5.28	0.6713	2524	--
수정	5456	5.28	0.9044	1894	5552
옛날에	5457	5.28	0.7570	--	2870
been	5458	5.28	0.6713	--	6200
옆에서	5459	5.28	0.6713	--	1686
#Tistory	5460	5.28	0.8816	--	1655
되잖아요	5461	5.28	0.8340	3541	--
타임라인에	5462	5.26	0.6328	--	3068
할때	5463	5.26	0.7775	--	2444
루이	5464	5.26	0.6943	722	--
있었어	5465	5.26	0.7231	417	3876
어디있어	5466	5.26	0.8033	1339	--
쳐다	5467	5.26	0.6642	3713	--
조각에	5468	5.26	0.7231	4590	--
의사와	5469	5.26	1.0844	2840	--
샀는데	5470	5.26	0.8283	--	5115
프란시스한테	5471	5.26	0.4870	3565	--
2012년도	5472	5.26	1.1572	--	4340
일들이	5473	5.26	0.7508	--	4146
프레드릭	5474	5.26	0.5997	319	--
여긴	5475	5.26	0.7775	485	1149
들어보신	5476	5.26	0.7508	3983	--
교수가	5477	5.26	0.9435	--	6169
지하철	5478	5.26	1.1572	--	1415
광고	5479	5.26	0.9858	--	1190
전령이오	5480	5.26	0.9649	5051	--
﻿RT	5481	5.26	1.0264	--	1
에디	5482	5.26	0.5272	881	--
선팔합니다	5483	5.26	1.1920	--	3656
젠틀벳에서	5484	5.26	0.6642	--	574
장소를	5485	5.26	0.7508	1352	--
이들이	5486	5.26	0.8283	--	2744
났던	5487	5.26	0.7508	4372	--
카드를	5488	5.26	0.8762	1044	5219
관련된	5489	5.26	0.7775	--	3184
So	5490	5.26	0.7775	--	3740
전해	5491	5.26	0.6328	1703	--
수있다	5492	5.26	0.6943	841	--
말한	5493	5.26	0.6328	--	2667
연락이	5494	5.26	0.7775	--	4754
보긴	5495	5.26	0.6328	4564	--
그동안	5496	5.26	0.7775	4046	867
살기	5497	5.26	1.3969	3008	3831
#mediadaum	5498	5.26	0.6943	--	2655
서명	5499	5.26	0.8283	--	2122
경우도	5500	5.26	0.9216	--	5860
자꾸	5501	5.26	0.9216	2604	194
RT부탁	5502	5.26	0.7508	--	5636
명	5503	5.26	0.6642	--	3167
듣지	5504	5.26	0.8762	1145	5928
되니까	5505	5.26	0.7508	--	3798
vs	5506	5.26	0.7775	--	1377
unlocked	5507	5.26	1.1572	--	5938
RT에	5508	5.26	0.8762	--	5961
여기까지	5509	5.26	0.8033	2525	5275
정도가	5510	5.26	1.0461	4373	5415
보내더라	5511	5.26	0.7508	2719	--
잠깐	5512	5.26	0.8526	138	562
가셔서	5513	5.26	0.8033	--	6182
주인이	5514	5.26	0.9858	--	5127
Kr	5515	5.26	1.0063	--	4604
날로	5516	5.26	1.0063	2310	--
어디로	5517	5.26	0.8033	645	1445
어려서부터	5518	5.26	0.8992	3981	--
코가	5519	5.26	0.6943	--	5510
든	5520	5.26	0.5997	--	3237
코드	5521	5.26	0.8992	3152	--
시타의	5522	5.26	0.6943	1905	--
다리를	5523	5.26	0.8283	1059	--
하던	5524	5.26	0.8283	3741	2061
마냥	5525	5.26	0.7775	--	4218
매주	5526	5.26	1.1214	3113	923
기다렸다	5527	5.26	1.0844	3177	--
앉아서	5528	5.26	0.8526	890	2358
바스로	5529	5.26	0.5646	2431	--
있잖아	5530	5.26	0.6642	340	3062
담장	5531	5.26	0.7231	5025	--
한거야	5532	5.26	0.7231	1932	--
이	5533	5.26	0.8033	--	15
그것의	5534	5.26	0.9216	1978	--
수있는가	5535	5.26	0.8762	3244	--
분의	5536	5.26	0.8526	2075	4622
아르바이트	5537	5.26	1.0844	--	5444
돌아올	5538	5.26	0.7775	1958	--
개인의	5539	5.26	0.8033	--	3680
만약에	5540	5.26	0.8033	1453	5664
가지기	5541	5.26	0.8526	3779	--
때에요	5542	5.26	0.6943	2446	--
정도의	5543	5.26	0.5646	2232	3261
오로지	5544	5.26	0.8033	--	3968
서류	5545	5.26	1.1214	1769	--
종을	5546	5.26	0.9216	2069	--
3위	5547	5.26	1.0461	--	4863
주인님	5548	5.26	1.3219	--	5997
일어나지	5549	5.26	0.8033	1465	--
말해	5550	5.26	0.8992	349	2784
속에서	5551	5.26	0.9649	2276	1751
알	5552	5.26	0.8283	--	671
정신을	5553	5.26	0.8526	--	2883
해면	5554	5.26	0.5646	2391	--
했을	5555	5.26	0.6642	--	5054
세리나는	5556	5.26	0.5646	813	--
기	5557	5.26	0.8762	--	3469
땐	5558	5.26	0.7508	--	1269
그렇다면	5559	5.26	0.6943	3082	1478
때때로	5560	5.26	0.6943	885	--
2012년이	5561	5.26	1.1395	--	6153
비스트의	5562	5.26	0.8283	--	4915
했으니	5563	5.26	0.8033	--	6107
왔을땐	5564	5.26	0.6642	3997	--
대전	5565	5.26	0.9649	3457	2355
확인했나	5566	5.26	0.8283	5095	--
여기	5567	5.26	0.8033	30	427
성적	5568	5.26	0.9649	--	3249
다니지	5569	5.26	0.9216	4570	--
앉게	5570	5.26	0.7231	4699	--
올까	5571	5.26	0.9435	2441	--
is	5572	5.26	0.6328	--	179
어느정도	5573	5.26	0.6642	--	3484
2시	5574	5.26	0.7508	--	2782
어빠	5575	5.26	1.1214	--	4669
저보다	5576	5.26	0.6328	--	4282
염소	5577	5.26	0.8526	1767	--
일어나	5578	5.26	0.8762	948	3039
것	5579	5.26	0.6642	--	36
사방에	5580	5.26	1.0063	1538	--
시타를	5581	5.26	0.7231	705	--
집에가곤	5582	5.26	0.6328	4318	--
마크처럼	5583	5.26	0.6328	4649	--
블락비	5584	5.26	0.9216	--	4307
배짱이	5585	5.26	1.0844	1489	--
하는데	5586	5.26	0.8526	470	262
인디안들한테도	5587	5.26	0.7775	3991	--
때로는	5588	5.26	0.6642	3276	5696
내는	5589	5.26	0.7508	--	2474
내용	5590	5.26	0.5646	--	1607
w	5591	5.26	0.7775	--	4766
사연	5592	5.26	0.9858	5379	--
하여	5593	5.26	0.8283	--	3491
하는게	5594	5.26	0.6642	--	1290
간다	5595	5.26	1.2257	615	1393
있었다는	5596	5.26	0.6943	2759	--
묻는	5597	5.26	0.6943	--	5741
옆	5598	5.26	0.6328	--	4841
팔로하고	5599	5.26	0.9216	--	4057
봤단거죠	5600	5.26	0.9858	4349	--
등의	5601	5.26	0.5997	--	1656
하려고	5602	5.26	0.6642	--	1989
있었다	5603	5.26	0.8762	1201	1139
들고	5604	5.26	0.8526	649	776
인도	5605	5.26	1.1920	1843	--
잠도	5606	5.26	0.9649	--	3441
벌어	5607	5.26	0.8526	1992	--
#NewBreedStarJayPark	5608	5.26	0.9858	--	6306
나오면	5609	5.26	0.5272	4162	1102
장소	5610	5.26	0.7775	2946	5612
#nowplaying	5611	5.26	1.0461	--	1244
QT	5612	5.26	0.9649	--	445
목	5613	5.26	0.5646	--	2409
계정이	5614	5.26	1.0461	--	4217
RT한	5615	5.26	0.7775	--	5239
사는	5616	5.26	1.1395	1117	494
해경	5617	5.26	0.8992	--	5681
말했듯이	5618	5.26	0.8033	3744	--
월	5619	5.26	0.7775	--	4072
찰스	5620	5.26	0.6328	123	--
개월	5621	5.26	0.7231	824	--
하셔야	5622	5.26	0.7508	3812	--
힘으로	5623	5.26	0.9858	--	3375
가게에	5624	5.26	0.7775	1855	--
들면	5625	5.26	0.6943	--	5772
3번	5626	5.26	0.6642	--	4173
하나만	5627	5.26	0.7508	--	1511
딸수있겠어	5628	5.26	1.1395	4472	--
하아	5629	5.26	1.3063	--	1087
광주	5630	5.26	1.0063	--	3192
있을지	5631	5.26	0.8762	--	4284
몇몇	5632	5.26	0.5997	--	3322
기록을	5633	5.26	0.6943	2692	--
번호	5634	5.26	0.9216	3072	2543
준형오빠	5635	5.24	0.6869	--	5402
차례구	5636	5.24	0.5175	5341	--
대령입니다	5637	5.24	1.1168	2495	--
엘리엇	5638	5.24	0.5911	498	--
알란	5639	5.24	0.8221	874	--
9일	5640	5.24	0.6247	--	3817
내일까진	5641	5.24	0.7440	3815	--
배터리	5642	5.24	0.6869	--	2597
요거	5643	5.24	0.7160	--	5330
나왔으니	5644	5.24	0.7160	2603	--
머스그로브	5645	5.24	0.6869	494	--
It's	5646	5.24	0.5911	--	3095
해리	5647	5.24	0.9596	671	--
3일	5648	5.24	0.6247	--	2871
문득	5649	5.24	0.6247	--	2417
1년	5650	5.24	0.8704	--	1033
거리	5651	5.24	0.7160	--	5950
또는	5652	5.24	0.4764	326	937
중입니다	5653	5.24	0.6565	--	2136
트레이시	5654	5.24	0.7709	710	--
감독님	5655	5.24	0.7709	--	5707
제이크입니다	5656	5.24	0.5911	3093	--
순간에	5657	5.24	0.6869	--	6258
섹스할때도	5658	5.24	1.4507	3796	--
그렇다니까	5659	5.24	0.8466	3951	--
관련해	5660	5.24	0.4764	--	3078
3시	5661	5.24	0.5175	--	3591
his	5662	5.24	0.6565	--	4914
헨리에타	5663	5.24	0.7709	1191	--
조나단이	5664	5.24	0.5175	2772	--
영수증	5665	5.24	0.5175	--	4721
돌아와서	5666	5.24	0.7160	2895	--
등으로	5667	5.24	0.5175	--	4784
하신	5668	5.24	0.6869	--	2242
우앙	5669	5.24	1.5328	--	4835
묻고	5670	5.24	0.7709	--	5602
누구	5671	5.24	0.6247	215	687
기세	5672	5.24	0.9806	--	4777
제임스	5673	5.24	0.7160	1203	--
데이브	5674	5.24	0.5555	1926	--
지금껏	5675	5.24	0.8221	4755	--
이사	5676	5.24	0.9381	3337	--
indian	5677	5.24	0.8221	1105	--
스미더스가	5678	5.24	0.6869	5231	--
어머나	5679	5.24	1.3024	--	6206
들어가	5680	5.24	0.6869	438	2972
자넨	5681	5.24	0.7969	2340	--
넘어서	5682	5.24	0.8935	--	4290
일단	5683	5.24	0.7160	1162	157
핳	5684	5.24	1.0984	--	3670
있거든요	5685	5.24	0.8704	1445	--
알아보려나	5686	5.24	0.7160	5233	--
11시	5687	5.24	0.8221	--	1282
갑	5688	5.24	1.2382	--	2495
일정이	5689	5.24	0.5911	3590	--
부녀를	5690	5.24	1.0214	4911	--
무엇을	5691	5.24	0.5911	519	1358
5분을	5692	5.24	0.7160	--	3181
주에	5693	5.24	0.6565	968	--
주위	5694	5.24	1.0412	3087	--
자매님을	5695	5.24	1.1704	3617	--
입안으로	5696	5.24	0.8935	4630	--
cont	5697	5.24	0.5911	--	107
50명	5698	5.24	0.9161	--	3597
엠비씨	5699	5.24	1.2545	--	3457
엘리엇씨입니다	5700	5.24	0.6565	2558	--
year	5701	5.24	0.9596	--	2201
개가	5702	5.24	1.0412	3919	3721
라인에	5703	5.24	0.5555	2993	--
했소	5704	5.24	0.8466	2743	--
자네들	5705	5.24	0.8466	4798	--
현장으로	5706	5.24	1.0984	--	1859
따라가	5707	5.24	0.7440	5180	--
1월	5708	5.24	1.1168	--	585
그간	5709	5.24	0.6247	1598	--
찾았는지	5710	5.24	0.6869	3013	--
말하길	5711	5.24	0.7440	737	--
외치면서	5712	5.24	1.0606	4407	--
쓰는데	5713	5.24	0.7969	--	6185
수있을	5714	5.24	0.6565	3430	--
31일	5715	5.24	0.8935	--	2168
즉각	5716	5.24	0.9596	5031	3647
듯	5717	5.24	0.6869	--	268
한다고	5718	5.24	0.6565	677	674
아저씨의	5719	5.24	0.7969	1250	--
1시간	5720	5.24	0.7160	--	2844
점점	5721	5.24	0.7709	900	547
되나	5722	5.24	0.6869	--	2570
계정은	5723	5.24	0.7969	--	5499
있었죠	5724	5.24	0.7709	933	--
내가이	5725	5.24	0.9596	1867	--
그	5726	5.24	0.5175	--	8
남았다구요	5727	5.24	1.0214	5004	--
this	5728	5.24	0.4764	--	1098
보내고	5729	5.24	0.8935	1304	1308
설명할	5730	5.24	0.6869	2230	--
각각	5731	5.24	0.6247	--	4355
머리의	5732	5.24	0.8935	3223	--
나라에선	5733	5.24	0.7969	4171	--
잠깐이면	5734	5.24	0.5555	5309	--
년간	5735	5.24	0.5911	1906	--
슬슬	5736	5.24	0.8935	--	852
현장에	5737	5.24	0.7709	--	6229
멜리사	5738	5.24	0.7160	875	--
가고	5739	5.24	0.7440	662	638
말했	5740	5.24	0.7160	1825	--
과정에서	5741	5.24	0.8221	--	4291
보도	5742	5.24	0.8466	--	2675
그들을	5743	5.24	0.6565	763	2847
불러오는	5744	5.24	0.7440	3973	--
ㅇㅅㅇ	5745	5.24	1.0797	--	535
급	5746	5.24	1.0214	--	1537
길을	5747	5.24	0.7440	1924	1060
여기가	5748	5.24	0.5911	1194	4003
관한	5749	5.24	0.5555	825	1413
마다요	5750	5.24	0.6869	2430	--
뜨거운	5751	5.24	1.3334	1953	1504
되서	5752	5.24	0.7160	2105	2840
목요일	5753	5.24	1.1168	--	4195
이죠	5754	5.24	0.6247	223	--
날도	5755	5.24	0.6869	--	4977
10일	5756	5.24	0.7160	--	3707
바스를	5757	5.24	0.7160	2577	--
실은	5758	5.24	0.8935	2607	4008
바로잡으려	5759	5.24	0.8466	4423	--
그들에게	5760	5.24	0.6565	--	4579
두	5761	5.24	0.5911	--	284
어렸을	5762	5.24	0.9806	1017	--
계약을	5763	5.24	0.8466	3206	--
17일	5764	5.24	0.8704	--	2382
말에	5765	5.24	0.6247	--	2050
현실이	5766	5.24	1.0412	--	3949
자리에서	5767	5.24	0.7160	2788	4971
거의	5768	5.24	0.8221	347	312
오잉	5769	5.24	1.0984	--	3072
엘리엇양	5770	5.24	0.5555	209	--
트친분들	5771	5.24	0.7160	--	6325
당겨	5772	5.24	0.7440	3277	--
마치고	5773	5.24	0.8704	--	3099
원한다고	5774	5.24	0.7969	3103	--
부분	5775	5.24	0.7440	--	4570
이번	5776	5.24	0.6247	572	231
주차	5777	5.24	0.9596	3406	--
들은	5778	5.24	0.5555	2438	2910
생존자들은	5779	5.24	1.1528	4783	--
백인	5780	5.24	1.0412	2171	--
후에	5781	5.24	0.7160	591	1843
땡겨서	5782	5.24	0.9161	4886	--
스미스	5783	5.24	0.5911	1228	--
부다	5784	5.24	0.7709	3699	--
너무나	5785	5.24	1.3024	--	1352
27일	5786	5.24	0.8221	--	2738
2차	5787	5.24	0.9161	--	1584
참조	5788	5.24	0.5175	--	5177
곡	5789	5.24	0.9161	--	2529
이들을	5790	5.24	0.7160	--	5309
아마	5791	5.24	0.7440	262	330
줄	5792	5.24	0.6869	--	217
보기보단	5793	5.24	0.8221	4946	--
맨	5794	5.24	0.9806	--	3188
웨스트	5795	5.24	0.9381	941	--
오고	5796	5.24	0.7709	1790	2921
통	5797	5.22	0.7365	--	5750
하우먼	5798	5.22	0.6481	1381	--
갔는데	5799	5.22	0.7083	1701	2968
잠시동안	5800	5.22	0.6481	5116	--
앤드류	5801	5.22	0.5455	2903	--
뭘까	5802	5.22	0.7637	--	3660
시타는	5803	5.22	0.8154	862	--
한거	5804	5.22	0.6158	3322	3759
겨울이	5805	5.22	1.2664	--	3569
생존의	5806	5.22	1.0746	5201	--
어느새	5807	5.22	0.7365	--	2962
원숭이의	5808	5.22	0.9750	3235	--
RT해	5809	5.22	0.6158	--	2571
올라	5810	5.22	0.7900	--	5754
어디야	5811	5.22	0.7900	2364	4653
남는	5812	5.22	0.8401	--	3834
GMT+0900	5813	5.22	0.4647	--	4624
[트윗일지]	5814	5.22	0.7365	--	1830
만요	5815	5.22	0.7637	302	--
것처럼	5816	5.22	0.6788	550	1442
약간은	5817	5.22	0.6788	5064	--
공중	5818	5.22	0.8640	2932	--
생각보다	5819	5.22	0.8154	2717	1322
at	5820	5.22	0.5817	--	346
알바	5821	5.22	0.9100	--	1409
마지막에	5822	5.22	1.0746	--	2699
얼마	5823	5.22	0.8640	2468	657
잠꾸러기	5824	5.22	1.2824	4951	--
기타미드겔러리	5825	5.22	0.7637	2101	--
이유로	5826	5.22	0.7637	2003	1197
보면	5827	5.22	0.7637	635	150
때를	5828	5.22	0.6788	2262	--
갔다가	5829	5.22	0.7900	--	2741
차들과	5830	5.22	0.7083	4833	--
요새	5831	5.22	0.8640	3897	770
건너	5832	5.22	0.6481	5245	--
RT해주신	5833	5.22	0.9538	--	611
대통령의	5834	5.22	1.2664	--	2389
여자꺼라고	5835	5.22	1.2664	3893	--
즉시	5836	5.22	0.8154	1511	4234
뭔가를	5837	5.22	0.7637	368	--
루피	5838	5.22	0.7083	1410	--
수는	5839	5.22	0.6481	1750	1013
가격	5840	5.22	0.8154	3365	1714
계정	5841	5.22	0.5455	--	815
라마는	5842	5.22	0.5455	704	--
작전이	5843	5.22	1.0160	5369	--
하려는	5844	5.22	0.7083	--	4627
흔한	5845	5.22	0.9322	--	2323
아무튼	5846	5.22	0.9322	748	1363
시간이됐다	5847	5.22	0.9750	3401	--
보수	5848	5.22	1.4609	--	4618
필요는	5849	5.22	0.7900	1280	4599
따라와	5850	5.22	1.0554	1876	--
기계	5851	5.22	0.6788	855	--
말을	5852	5.22	0.6158	120	225
렌트는	5853	5.22	0.7900	3069	--
1월에	5854	5.22	0.7900	--	6092
잠깐만	5855	5.22	0.7083	1531	--
because	5856	5.22	0.7365	--	6261
정도	5857	5.22	0.5817	1165	752
나만	5858	5.22	0.9100	--	827
말입니다	5859	5.22	0.7083	277	1905
앉아	5860	5.22	0.6158	1141	2717
몇	5861	5.22	0.5067	--	493
타임라인에서	5862	5.22	0.6481	--	5118
게다가	5863	5.22	0.8154	418	1145
정도는	5864	5.22	0.5455	2419	2288
봐도	5865	5.22	0.8401	1821	929
걸요	5866	5.22	0.6481	2729	--
50분	5867	5.22	0.5817	--	5704
이스라엘	5868	5.22	1.3293	3551	--
발	5869	5.22	0.7083	--	2650
5000원에	5870	5.22	0.5067	--	5184
말로	5871	5.22	0.8873	2482	1479
했었던	5872	5.22	0.8401	2198	--
by	5873	5.22	0.5067	--	257
이가	5874	5.22	0.7900	--	5709
남자중에	5875	5.22	0.7637	3587	--
누군가가	5876	5.22	0.8401	539	3990
앨런	5877	5.22	0.5817	75	--
걸어나갔죠	5878	5.22	0.7900	4075	--
사람들인데	5879	5.22	0.8873	4629	--
몇번	5880	5.22	0.5067	--	3201
비롯한	5881	5.22	0.6158	--	4283
겝니다	5882	5.22	0.7083	2573	--
참	5883	5.22	0.8640	--	63
섬에	5884	5.22	1.0359	865	--
저번에	5885	5.22	0.7637	1751	1073
어쩌면	5886	5.22	0.7900	585	2014
26일	5887	5.22	0.6481	--	1238
거기서	5888	5.22	0.7900	478	1053
편이	5889	5.22	0.8873	--	3976
있지만	5890	5.22	0.7637	1689	676
너희들	5891	5.22	0.9100	965	--
인장	5892	5.22	0.6788	--	6038
넘게	5893	5.22	0.8873	2612	2059
바스엔	5894	5.22	0.5455	1709	--
실홥니다	5895	5.22	0.7365	4072	--
가는데	5896	5.22	0.7083	--	2654
소속	5897	5.22	0.7900	--	3772
태중의	5898	5.22	0.7365	3599	--
예전에	5899	5.22	1.0746	--	870
팔과	5900	5.22	0.5455	3247	--
했단	5901	5.22	0.7083	3831	--
해나	5902	5.22	0.5067	407	--
참여멘션을	5903	5.22	0.8401	--	4806
가운데	5904	5.22	0.5455	4705	1423
어떤지	5905	5.22	0.6788	1221	--
분	5906	5.22	0.6481	--	309
어디	5907	5.22	0.6481	102	436
남겨	5908	5.22	0.7365	1686	--
cd를	5909	5.22	0.7365	3080	--
It	5910	5.22	0.6158	--	1389
무엇인가	5911	5.22	0.7365	--	5695
거기있는	5912	5.22	0.7637	1871	--
누군가	5913	5.22	0.6788	--	1717
점이	5914	5.22	0.6481	--	5999
알았는데	5915	5.22	0.9100	685	1436
보냈지	5916	5.22	0.8154	2087	--
있었을땐	5917	5.22	1.0934	4152	--
곳	5918	5.22	0.5067	--	1422
있긴	5919	5.22	0.6788	1619	3639
걸까요	5920	5.22	0.7637	--	4781
아기를했다	5921	5.22	0.8640	1861	--
소리지	5922	5.22	0.6481	2369	--
건너편에선	5923	5.22	0.8640	5236	--
주위에	5924	5.22	0.6481	3012	3679
팔로	5925	5.22	0.6158	--	885
누굴	5926	5.22	0.7365	749	3288
봤더니	5927	5.22	0.9750	--	5462
같더라	5928	5.22	0.4647	4224	--
10년	5929	5.22	0.8640	--	3080
서너	5930	5.22	0.6481	2390	--
스브스	5931	5.22	0.6788	--	6007
현실을	5932	5.22	1.1830	--	3697
나보다	5933	5.22	0.8873	1781	1232
것이오	5934	5.22	0.7900	2083	--
18일	5935	5.22	0.7900	--	4533
닦아내는	5936	5.22	0.9322	4239	--
them	5937	5.22	0.8401	--	5418
제2의	5938	5.22	0.5817	--	5804
명단	5939	5.22	0.7900	--	4499
29일	5940	5.22	0.7900	--	1879
자리	5941	5.22	0.6788	--	1649
거래	5942	5.22	0.8640	1244	5613
대기업	5943	5.22	1.5687	--	5096
이용	5944	5.22	0.7900	--	4646
Just	5945	5.22	0.6788	--	3523
이후	5946	5.22	0.6788	1919	767
뵈니	5947	5.22	0.9538	2460	--
50분을	5948	5.22	0.5455	--	2915
가려구	5949	5.20	1.0102	5345	--
세	5950	5.20	0.8081	--	1234
2시간	5951	5.20	0.6701	--	4272
스투	5952	5.20	0.8806	1070	--
알티가	5953	5.20	0.6061	--	2338
제니를	5954	5.20	0.4949	1257	--
래요	5955	5.20	0.6701	3265	--
말이죠	5956	5.20	0.6701	530	1840
있나	5957	5.20	0.6061	512	943
대령은	5958	5.20	0.9035	2416	--
그러니깐	5959	5.20	0.6389	--	5015
테스트	5960	5.20	0.9897	2117	4130
프랭크가	5961	5.20	0.6701	4999	--
말이	5962	5.20	0.4949	137	292
2007년	5963	5.20	0.9897	--	3886
[단독]	5964	5.20	0.7559	--	3574
건가요	5965	5.20	0.7825	833	2016
그남잔	5966	5.20	0.6389	4354	--
그만큼이나	5967	5.20	0.7825	4411	--
들어도	5968	5.20	0.6389	--	3344
라마에게	5969	5.20	0.5714	3219	--
중인	5970	5.20	0.6061	--	2612
RT하시면	5971	5.20	0.7284	--	1634
것과	5972	5.20	0.7284	2858	1744
8일	5973	5.20	0.5345	--	3771
입장을	5974	5.20	0.6701	--	4447
하는지도	5975	5.20	0.6701	3672	--
배가	5976	5.20	0.8571	--	1196
가기	5977	5.20	0.6389	--	2361
엘리엇양께서	5978	5.20	0.6999	2591	--
왔던	5979	5.20	0.6999	2541	--
파는	5980	5.20	0.7825	--	3158
[RT]	5981	5.20	0.9897	--	1999
가야겠다	5982	5.20	0.8330	1973	--
갈수록	5983	5.20	0.9035	--	2473
뿌나	5984	5.20	0.9689	--	4319
이걸	5985	5.20	0.9897	316	860
각자	5986	5.20	0.6999	3628	4417
발표12/19]	5987	5.20	0.6701	--	5637
조나단과	5988	5.20	0.6061	2770	--
기간	5989	5.20	0.4949	--	3018
저거	5990	5.20	0.6389	--	673
은	5991	5.20	0.7559	--	1441
그렇고	5992	5.20	0.6999	1222	1385
냥	5993	5.20	0.8330	--	3524
만들어야	5994	5.20	0.7825	--	6305
보이지	5995	5.20	0.8330	2926	2191
12일	5996	5.20	0.6701	--	3742
게요	5997	5.20	0.6389	1320	--
걸어	5998	5.20	0.6999	949	5154
찍은	5999	5.20	0.7825	--	1673
상황보고	6000	5.20	0.8571	5156	--
놓은	6001	5.20	0.6061	--	5466
#play20	6002	5.20	0.8081	--	2478
주기	6003	5.20	0.5714	--	3595
입장에서	6004	5.20	0.7559	--	5370
시에	6005	5.20	0.6389	1708	--
하다가	6006	5.20	0.6061	--	1357
THE	6007	5.20	0.4949	--	4165
소리야	6008	5.20	0.6999	1310	--
대폭	6009	5.20	1.1952	--	6265
상태	6010	5.20	0.6701	--	4923
주소	6011	5.20	0.5714	--	2028
종일	6012	5.20	0.7284	920	4989
안쪽에	6013	5.20	0.6389	4725	--
브릿지스씨	6014	5.20	0.5345	4627	--
앙	6015	5.20	1.3997	--	2600
의한	6016	5.20	0.6999	--	3417
들어	6017	5.20	0.6999	232	800
들	6018	5.20	0.6999	--	3769
움직여	6019	5.20	0.7559	1578	--
자구	6020	5.20	0.9258	1317	--
이글	6021	5.20	0.8571	--	3483
팔을	6022	5.20	0.7284	3197	--
바텐더를했다	6023	5.20	1.0302	3378	--
#KHAN	6024	5.20	0.7284	--	3088
부분이	6025	5.20	0.6389	--	3821
갔었어요	6026	5.20	0.8806	1800	--
도미니카에서	6027	5.20	0.7825	2696	--
이번에도	6028	5.20	0.8081	--	4118
있어도	6029	5.20	0.9258	1533	1253
터널은	6030	5.20	0.6061	4828	--
역사의	6031	5.20	0.7284	4121	4509
경우가	6032	5.20	0.7825	--	2186
김진표	6033	5.20	1.0880	--	1437
발도장	6034	5.20	0.8806	--	901
했으면	6035	5.20	0.9689	--	2448
