Word	Havg	StDev	FreqListRank	TwitterRank
히힣	1299	5.96	1.4136	--	5809
노래가	1300	5.96	1.1058	--	1601
아버지를	1301	5.96	1.2930	953	--
우왓	1302	5.96	1.2610	--	5856
라이브	1303	5.96	0.9889	--	3566
먹는	1304	5.96	0.9249	1267	972
아이	1305	5.96	1.0872	2484	1062
처음	1306	5.96	0.9889	1521	429
진짜	1307	5.96	0.9249	119	14
똑똑히	1308	5.94	1.0184	--	5311
아버지께서	1309	5.94	1.3763	954	--
more	1310	5.94	0.8901	--	2745
안녕하신가	1311	5.94	0.7669	3674	--
드려요	1312	5.94	1.0184	3381	446
이벤트에	1313	5.94	0.9982	--	1780
좋겠	1314	5.94	1.0768	1930	--
장난감	1315	5.94	1.2022	3020	--
상품을	1316	5.94	0.9348	--	5409
맹세	1317	5.94	0.9775	3005	--
YOU	1318	5.94	1.0382	--	5768
고양이가	1319	5.94	1.2022	--	6194
아가씨	1320	5.94	1.1678	821	5426
반지를	1321	5.94	0.9982	1962	--
진실	1322	5.94	1.0768	--	2113
그녀를	1323	5.94	1.1678	88	--
표정	1324	5.94	1.0768	--	3766
할머니의	1325	5.94	1.2683	3435	--
힘	1326	5.94	1.0184	--	954
추첨	1327	5.94	0.9127	--	899
맞소	1328	5.94	0.8901	3684	--
비행기를	1329	5.94	0.9348	1132	--
꼬마를	1330	5.94	0.9775	5196	--
꾸준히	1331	5.94	0.7669	--	3343
인생	1332	5.94	1.0956	3003	2187
싶어	1333	5.94	0.9775	147	1011
want	1334	5.94	0.9564	--	1803
부탁해요	1335	5.94	1.1141	--	3960
인기가	1336	5.94	0.9564	--	3908
시작할	1337	5.94	0.9775	2863	--
인형	1338	5.94	0.7669	--	5040
아이템	1339	5.94	0.9982	--	4113
이익을	1340	5.94	0.9348	--	5838
빠른	1341	5.94	0.8901	--	1947
국경일로	1342	5.94	1.1851	4101	--
시작했다	1343	5.94	0.9127	3126	5998
은은한	1344	5.94	0.7931	4876	--
정상이다	1345	5.94	0.9564	5259	--
ㅋ	1346	5.94	1.3001	--	23
확실하지	1347	5.94	0.9982	3259	--
송년회	1348	5.94	1.4486	--	2918
visit	1349	5.94	0.8668	--	2501
구했어	1350	5.94	1.0768	4932	--
도움이	1351	5.94	0.8430	449	1324
무료로	1352	5.94	1.0577	4037	3404
성당에서	1353	5.94	1.0768	3630	--
아침은	1354	5.94	0.8184	--	4201
당근	1355	5.94	0.9564	--	3402
아이들을	1356	5.94	0.9127	--	4741
중요합니다	1357	5.94	1.0382	--	5465
언제든	1358	5.94	1.0577	2901	4487
임신	1359	5.92	1.1925	1939	--
많으면	1360	5.92	1.0660	--	5759
덕입니다	1361	5.92	1.0069	1412	--
낮	1362	5.92	1.0467	--	3149
교육	1363	5.92	1.0270	--	3756
괜찮다고	1364	5.92	1.0069	2478	--
뷰티들	1365	5.92	1.0660	--	5074
오빠를	1366	5.92	0.9655	--	5248
이승기	1367	5.92	1.0660	--	3958
찾았습니다	1368	5.92	0.8533	3408	--
상을	1369	5.92	1.1753	--	5816
give	1370	5.92	0.8041	--	5532
피부	1371	5.92	1.0467	--	3156
형	1372	5.92	1.1578	--	452
컴퓨터	1373	5.92	1.0467	--	1329
공유	1374	5.92	0.9655	--	4358
파랑이야	1375	5.92	1.0467	3295	--
짝	1376	5.92	0.9223	--	5206
여인	1377	5.92	0.9864	2046	--
마니	1378	5.92	0.8533	--	1154
몸매를	1379	5.92	1.0069	3777	--
추첨으로	1380	5.92	1.1753	--	3596
오옷	1381	5.92	0.9864	--	5840
우리처럼	1382	5.92	0.8769	2167	--
언니와	1383	5.92	1.0660	2394	--
캐릭터	1384	5.92	0.9655	--	3635
크다	1385	5.92	0.8769	--	5081
하고싶다	1386	5.92	0.9864	--	5456
좋을까	1387	5.92	1.0069	--	5977
real	1388	5.92	0.9442	--	6211
맞다	1389	5.92	0.9223	2585	820
높은	1390	5.92	1.1036	--	1653
아빠는요	1391	5.92	1.3529	2288	--
오빠랑	1392	5.92	1.0660	--	3294
자야겠다	1393	5.92	1.1036	--	4372
자전거	1394	5.92	1.1036	--	6067
기술	1395	5.92	0.8999	--	3665
song	1396	5.92	0.9442	--	6166
말씀을	1397	5.92	0.8769	579	3580
딸은	1398	5.92	1.1578	2730	--
된다	1399	5.92	1.1753	2609	448
좋을텐데	1400	5.92	0.8999	--	6061
아담한	1401	5.92	0.9864	5365	--
챔프	1402	5.92	1.1036	3473	--
아빠와	1403	5.92	1.3068	1258	--
무상급식	1404	5.92	1.2262	--	5889
언제라도	1405	5.92	1.1220	4919	--
아침을	1406	5.92	0.8769	--	5843
보고싶다	1407	5.92	1.3068	--	1286
20만원	1408	5.92	0.9864	--	6040
목욕을	1409	5.92	1.0069	3627	--
feel	1410	5.92	1.2911	--	6042
핸드폰	1411	5.92	1.1036	--	1427
꼭꼭	1412	5.92	0.8041	--	5897
가치	1413	5.92	0.9442	--	5516
소통	1414	5.92	1.0069	--	5126
진지하게	1415	5.92	0.9655	--	3262
만날	1416	5.90	0.9530	2466	2145
딸을	1417	5.90	1.1112	2754	--
자야지	1418	5.90	1.0738	--	970
알겠습니다	1419	5.90	0.7890	2971	--
보내드립니다	1420	5.90	1.0152	--	1174
소식	1421	5.90	1.0152	1645	1737
의지하며	1422	5.90	0.9530	4912	--
안전을	1423	5.90	0.9742	2323	--
브레인	1424	5.90	1.0152	--	3977
팬들	1425	5.90	1.0152	--	3691
원더걸스	1426	5.90	1.0546	--	3819
디자인	1427	5.90	0.9742	--	2947
참여하세요	1428	5.90	0.8864	--	5455
정보	1429	5.90	0.9091	--	1018
파란	1430	5.90	1.1112	3292	--
잘거예요	1431	5.90	1.0926	4728	--
노란	1432	5.90	0.8864	3032	--
핫도그	1433	5.90	1.0738	2923	--
스마트폰	1434	5.90	1.1650	--	956
유튜브	1435	5.90	0.9530	--	6240
무도	1436	5.90	1.2330	--	2280
딸이	1437	5.90	1.0738	1745	5142
우리가	1438	5.90	1.0546	7	206
주스	1439	5.90	0.9949	4681	--
자기도	1440	5.90	1.1824	--	5973
아침밥은	1441	5.90	0.8631	4953	--
wanna	1442	5.90	1.0546	--	5384
20대	1443	5.90	1.0926	--	2301
냉면집	1444	5.90	0.9949	--	4045
편히	1445	5.90	0.9091	2272	2508
막내	1446	5.90	1.1824	--	5924
아이유	1447	5.90	1.1294	--	584
연말에	1448	5.90	1.3439	--	2843
전화해	1449	5.90	1.0152	1288	--
정답은	1450	5.90	0.9091	--	3839
배운	1451	5.90	0.9313	1265	--
연애자	1452	5.90	0.9091	2943	--
있음	1453	5.90	0.8391	--	637
오빠의	1454	5.90	1.1824	--	3669
날씨	1455	5.90	0.9742	--	1525
추천인	1456	5.90	1.0738	--	5182
기도를	1457	5.90	1.1112	462	--
낫지	1458	5.90	0.8391	1664	5970
리얼	1459	5.90	1.0546	--	4458
완두콩	1460	5.90	0.9313	5082	--
오빠들이	1461	5.90	1.0546	--	3521
드라마	1462	5.90	0.8864	1732	1081
주무세요	1463	5.90	0.8631	1142	2029
쉽게	1464	5.90	1.0738	669	688
영국	1465	5.90	1.0152	4548	3259
한국에	1466	5.90	1.2164	--	2500
세계의	1467	5.90	1.1294	--	5584
[4차이벤트]	1468	5.90	1.1294	--	1742
슈퍼마켓	1469	5.90	1.0351	5109	--
확실한거야	1470	5.90	1.0738	3879	--
새벽	1471	5.90	0.8864	--	898
페퍼민트술	1472	5.90	1.1995	4700	--
공연을	1473	5.90	0.9742	--	4264
과학	1474	5.90	1.1650	--	4117
떠오르는	1475	5.90	0.9949	--	4530
여자랑	1476	5.90	1.0546	1752	--
해결할	1477	5.90	1.0546	2952	--
행사	1478	5.90	0.8144	--	2212
남편	1479	5.90	1.1995	--	5246
엘프	1480	5.90	0.9742	--	5044
기억나	1481	5.90	0.8631	3420	--
모든	1482	5.90	0.9949	20	121
안뇽	1483	5.90	1.2657	--	3093
목표를	1484	5.90	0.9530	--	4497
요리할	1485	5.90	0.8631	5098	--
싱글	1486	5.88	0.9613	3325	4590
한마디~	1487	5.88	0.9179	--	1095
통하는	1488	5.88	1.0029	--	6128
광화문	1489	5.88	0.9613	--	2199
꺅	1490	5.88	1.6616	--	2027
힘이	1491	5.88	0.8953	2553	849
아이스링크	1492	5.88	0.9613	--	6301
민주주의	1493	5.88	1.2229	--	2525
뚜레쥬르	1494	5.88	1.2061	--	4681
서울은	1495	5.88	1.0812	--	4602
오오오	1496	5.88	1.0812	--	3077
보호해줘서	1497	5.88	1.0230	5190	--
힘입어	1498	5.88	0.9179	--	3144
귀하신	1499	5.88	0.9398	5091	--
우리나라는	1500	5.88	1.2720	--	4220
발견	1501	5.88	0.8953	708	2241
참여해주세요	1502	5.88	0.9613	--	3738
많은분들이	1503	5.88	0.9398	--	4317
수상	1504	5.88	1.4377	--	2770
IT	1505	5.88	1.0230	--	5099
생기면	1506	5.88	1.0230	998	3850
지켜주니까	1507	5.88	1.0622	5164	--
태어난	1508	5.88	0.7990	3158	4301
CGV	1509	5.88	1.1364	--	5923
그렇습니다	1510	5.88	0.9179	990	4423
스타일은	1511	5.88	0.7730	--	4139
축구	1512	5.88	1.2061	--	3753
will	1513	5.88	0.8722	--	1150
괜찮지	1514	5.88	1.0230	1559	--
소통을	1515	5.88	1.0428	--	4205
분위기	1516	5.88	0.8722	--	1790
기억	1517	5.88	0.9823	253	2373
계획	1518	5.88	0.8953	--	3451
마음의	1519	5.88	0.8953	--	2414
영국서	1520	5.88	1.1183	4778	--
발효	1521	5.88	0.8722	--	5733
사진	1522	5.88	0.9398	1776	167
그녀에게	1523	5.88	0.9179	750	--
모두들	1524	5.88	0.8722	601	938
건배는	1525	5.88	0.8485	5088	--
달려라	1526	5.88	0.9398	--	3961
먹으러	1527	5.88	1.2061	--	2549
최저가	1528	5.88	1.4518	--	3031
마음에	1529	5.88	0.9398	961	728
하이킥	1530	5.88	1.0029	--	5716
노트북	1531	5.88	1.1718	--	4219
기분은	1532	5.88	0.8953	--	4086
궁극적인	1533	5.88	0.9179	5033	--
배울	1534	5.88	0.8241	2726	--
민속	1535	5.88	0.9823	2990	--
빵을	1536	5.88	0.8953	5066	--
대서양	1537	5.88	1.0622	5235	--
탐라	1538	5.88	1.1891	--	2723
하늘은	1539	5.88	1.0999	1955	--
들어주소서	1540	5.88	0.9823	1431	--
소식이요	1541	5.88	0.9398	4527	--
아들이	1542	5.88	1.1542	791	4854
누나도	1543	5.88	1.0622	--	3563
와	1544	5.88	0.9398	--	142
정의가	1545	5.88	1.0812	--	5175
순결을	1546	5.88	1.0812	1959	--
돌파	1547	5.86	1.0692	--	2377
처음이야	1548	5.86	0.8809	1615	--
약속드립니다	1549	5.86	0.9691	2931	--
언니도	1550	5.86	1.0500	--	1838
우리	1551	5.86	0.9691	12	35
어릴때	1552	5.86	1.0692	--	6003
자동차	1553	5.86	1.0500	606	4162
아내는	1554	5.86	0.9260	1037	--
기린은	1555	5.86	0.9691	4513	--
출연	1556	5.86	1.1250	--	1917
with	1557	5.86	0.9260	--	639
먹어야겠군	1558	5.86	0.9899	4861	--
지켜드립니다	1559	5.86	1.0304	4782	--
시작됐어요	1560	5.86	0.9037	4550	--
흰색	1561	5.86	1.0500	4183	--
살아요	1562	5.86	0.9691	2306	--
여보세요	1563	5.86	0.9260	751	--
오빤	1564	5.86	0.9260	--	2505
쪽지	1565	5.86	0.8574	--	4790
한국은	1566	5.86	1.3704	--	2224
Follow	1567	5.86	0.9260	--	2917
my	1568	5.86	0.9260	--	362
대학	1569	5.86	1.0500	--	1488
한국이	1570	5.86	1.1954	--	5109
모두모두	1571	5.86	0.8574	--	3363
한국에서	1572	5.86	1.1608	--	2151
엄청	1573	5.86	1.0882	1514	230
크고	1574	5.86	1.0882	1918	3274
말씀은	1575	5.86	0.9899	1216	--
도움을	1576	5.86	0.9691	3487	3608
비즈니스	1577	5.86	0.9478	3369	--
자기는	1578	5.86	1.0104	--	5450
포인트	1579	5.86	0.9037	--	5477
무대	1580	5.86	0.9037	--	1058
해주십시오	1581	5.86	0.9260	1432	--
모두가	1582	5.86	1.0104	598	1306
운동을	1583	5.86	0.9037	--	3837
고고	1584	5.86	1.0104	--	2720
놀고	1585	5.86	1.0692	--	2366
당신	1586	5.86	0.8332	33	1173
먹고	1587	5.86	0.9037	344	196
관심	1588	5.86	0.8809	4668	655
really	1589	5.86	1.0500	--	2668
언닌	1590	5.86	1.0500	--	5358
잘지내	1591	5.86	1.1430	3873	--
원하는	1592	5.86	0.8084	243	1123
셋째도안전	1593	5.86	0.9691	--	560
확실하게	1594	5.86	0.8574	--	4367
쉬어가요	1595	5.86	1.0304	4661	--
홍보	1596	5.86	0.9899	--	2528
예수님	1597	5.86	1.8953	700	--
기분이야	1598	5.86	0.8574	3874	--
남편도	1599	5.86	1.3095	2569	--
신부님	1600	5.86	1.1782	925	--
think	1601	5.86	0.9478	--	563
출발해요	1602	5.86	0.8574	4854	--
지원	1603	5.86	0.9899	3090	2252
애들	1604	5.86	1.2291	1647	608
교환권	1605	5.86	0.9691	--	5911
집에	1606	5.86	1.0104	113	190
나누고	1607	5.86	0.8084	2563	--
효용가치	1608	5.86	0.9260	5072	--
빵빵한	1609	5.86	0.9478	--	4182
그녀한테	1610	5.86	0.8809	2210	--
자원	1611	5.86	1.1430	3451	--
마음을	1612	5.86	0.9260	338	480
진실을	1613	5.86	1.0882	--	1291
실력이	1614	5.86	0.8332	--	5915
알았다	1615	5.86	0.8084	--	2405
손잡고	1616	5.86	1.0500	--	4958
미래가	1617	5.86	0.8574	1571	5283
맞춥니다	1618	5.86	0.9260	3453	--
성당	1619	5.86	0.9899	3421	--
당신이	1620	5.84	0.9337	4	685
아이가	1621	5.84	1.0759	2673	1554
넹넹	1622	5.84	1.0947	--	5557
우왕	1623	5.84	1.4337	--	587
응응	1624	5.84	1.0174	--	410
해볼까	1625	5.84	1.0373	--	4318
라스베가스로	1626	5.84	1.3456	1995	--
헤에	1627	5.84	1.1314	--	4620
휴대폰	1628	5.84	0.9553	3055	3919
up	1629	5.84	1.0174	--	1614
2명에게쏩니다	1630	5.84	1.2993	--	4798
간단하게	1631	5.84	0.7918	3509	5871
대화를	1632	5.84	0.9553	2793	2939
필요해	1633	5.84	1.1314	768	4637
아이의	1634	5.84	1.1493	1849	5407
트윗절친2	1635	5.84	1.0174	--	3323
참석	1636	5.84	0.8657	--	3234
눈빛을	1637	5.84	0.8889	4642	--
We	1638	5.84	0.9116	--	2958
열린	1639	5.84	0.7384	--	2472
부	1640	5.84	1.1132	--	5774
갑시다	1641	5.84	0.8172	758	5728
아맞다	1642	5.84	0.8172	--	3419
비행기가	1643	5.84	1.0568	1575	--
공부하고	1644	5.84	0.9765	--	4714
안아	1645	5.84	0.8889	3250	--
새로	1646	5.84	0.8172	2862	886
지방손님대환영	1647	5.84	1.0759	--	2523
갤럭시	1648	5.84	1.0373	--	2907
마침내	1649	5.84	1.0373	2107	--
인증샷	1650	5.84	0.9971	--	1484
ㅋㅋㅋRT	1651	5.84	1.0373	--	4488
사탕이라도	1652	5.84	0.8172	5147	--
침대	1653	5.84	0.9116	1400	--
스스로	1654	5.84	0.8889	1922	593
서로를	1655	5.84	0.8418	1466	5388
received	1656	5.84	0.8418	--	2062
불빛	1657	5.84	0.9337	3301	--
드릴까요	1658	5.84	0.8172	588	--
늘	1659	5.84	1.0759	--	376
나무같은	1660	5.84	1.2182	4292	--
팀	1661	5.84	0.8657	--	3849
효과가	1662	5.84	0.8172	--	3965
연락올꺼고	1663	5.84	0.9337	4242	--
이기는	1664	5.84	0.9765	--	5250
오빠는	1665	5.84	0.9553	--	1237
예의예요	1666	5.84	0.9116	5311	--
잘게요	1667	5.84	1.0373	2295	--
효과	1668	5.84	0.7656	--	1967
싶어요	1669	5.84	1.1843	252	1314
대화는	1670	5.84	0.9971	4148	--
내년에	1671	5.84	0.9116	--	735
많은	1672	5.84	0.8172	196	80
계획을	1673	5.84	0.8657	1950	5281
생각한다	1674	5.84	0.7656	--	2379
많고	1675	5.84	0.8172	--	1979
지구에	1676	5.84	1.0373	3766	--
서울특별시	1677	5.84	1.0947	--	2624
식사를	1678	5.84	0.9337	2765	--
티켓	1679	5.84	1.0568	--	3178
햇반	1680	5.82	0.8497	--	5361
만든다	1681	5.82	0.8497	--	3924
파리바게트	1682	5.82	1.1192	--	3979
넹	1683	5.82	0.9833	--	543
울랄라세션	1684	5.82	1.2728	--	4127
연극	1685	5.82	0.9190	3166	--
이벤트는	1686	5.82	1.0437	--	4937
환경은	1687	5.82	1.0631	5014	--
옷	1688	5.82	0.8965	--	730
하나님은	1689	5.82	1.7692	3101	6084
만나게	1690	5.82	0.8254	2426	--
너에게	1691	5.82	0.9190	--	2464
괜찮은데	1692	5.82	0.9409	--	3610
카운셀링	1693	5.82	0.8734	4288	--
첫날	1694	5.82	1.1192	--	5895
당신에게	1695	5.82	0.9833	275	4303
G마켓	1696	5.82	1.1008	--	1665
all	1697	5.82	0.9409	--	1476
돈은	1698	5.82	1.3045	1722	3152
너와	1699	5.82	1.0631	682	4067
내일을	1700	5.82	0.8497	--	5502
책은	1701	5.82	0.8497	--	4324
그녀	1702	5.82	0.8734	916	--
첫번째	1703	5.82	0.8965	--	3448
널리	1704	5.82	1.1192	--	621
해주신	1705	5.82	0.9190	--	2513
선생님	1706	5.82	1.0039	258	1248
알겠어요	1707	5.82	0.9190	3553	--
우리들의	1708	5.82	0.7475	--	5316
인생을	1709	5.82	0.9624	1780	2590
외국	1710	5.82	0.9624	--	5691
전통을	1711	5.82	0.7197	2764	--
생각합니다	1712	5.82	0.8497	804	1508
기회에	1713	5.82	0.8254	3641	--
될거야	1714	5.82	1.0240	457	--
아침에	1715	5.82	0.8497	335	495
가지다	1716	5.82	1.0240	4001	--
할까	1717	5.82	0.7475	944	1277
맞이하여	1718	5.82	0.7743	--	5128
구하자	1719	5.82	0.9624	2393	--
이거야	1720	5.82	0.9409	3092	--
지지하는	1721	5.82	1.1008	--	5301
살아보자구	1722	5.82	1.1551	5368	--
참여	1723	5.82	0.8734	--	591
드디어	1724	5.82	0.8734	995	320
씻고	1725	5.82	0.8497	--	2395
영국을	1726	5.82	0.8734	4583	--
신용	1727	5.82	0.8497	1042	--
아이들이	1728	5.82	1.1373	--	2594
해가	1729	5.82	1.0240	--	1916
여자에	1730	5.82	0.8965	2822	--
마음은	1731	5.82	0.8965	972	1608
좋지만	1732	5.82	1.2403	--	2300
미국의	1733	5.82	1.1008	--	2192
기억나죠	1734	5.82	0.9833	3977	--
만나려고	1735	5.82	0.8497	3821	--
ready	1736	5.82	0.8734	--	2331
진짜로다가	1737	5.82	0.9833	3946	--
아내가	1738	5.82	0.8734	1113	--
국민은	1739	5.82	0.9833	--	1964
위해	1740	5.82	0.9190	68	84
이미지를	1741	5.80	0.9258	--	5631
더욱더	1742	5.80	0.9689	--	5531
괜찮기를	1743	5.80	1.1780	4998	--
영국은	1744	5.80	1.0102	2359	--
맞는	1745	5.80	1.0498	1241	999
간단	1746	5.80	0.8330	1997	--
열립니다	1747	5.80	0.8081	--	4980
성모님	1748	5.80	1.4708	2054	--
드레스가	1749	5.80	0.9258	5386	--
멤버들	1750	5.80	0.8571	--	4874
아이유가	1751	5.80	1.1066	--	5427
기억나요	1752	5.80	0.8571	1982	--
그래	1753	5.80	0.9476	9	116
쉬고	1754	5.80	1.0498	--	3103
1번	1755	5.80	1.0690	--	4456
이벤트&gt	1756	5.80	0.9897	--	3703
삶은	1757	5.80	0.9035	2032	4202
되세요	1758	5.80	0.9689	903	661
공개	1759	5.80	0.9258	--	910
제공	1760	5.80	0.9897	--	2935
유느님	1761	5.80	1.6537	--	6268
부부께서	1762	5.80	1.2289	2461	--
사촌	1763	5.80	0.7825	785	--
돼요	1764	5.80	0.9689	562	4892
3D	1765	5.80	1.1429	--	5517
공항으로	1766	5.80	1.1606	4582	--
그렇구나	1767	5.80	0.9258	2769	1709
You	1768	5.80	0.8330	--	989
신	1769	5.80	1.1952	--	3585
My	1770	5.80	0.8330	--	1456
약속하지	1771	5.80	1.0302	2821	--
사람	1772	5.80	1.1952	83	120
추첨해서	1773	5.80	1.0690	--	5155
고객님	1774	5.80	0.8806	--	4888
위해서	1775	5.80	0.7559	453	949
둘째도안전	1776	5.80	0.8806	--	558
둘이서	1777	5.80	1.0498	--	5256
말짱하니까	1778	5.80	1.1429	5343	--
you	1779	5.80	0.9258	--	140
한잔	1780	5.80	0.9689	3512	2154
식당에서	1781	5.80	0.8330	2763	--
목도리	1782	5.80	0.9897	--	4390
중요한	1783	5.80	0.8571	796	604
[도미노피자	1784	5.80	1.0302	--	2615
맞죠	1785	5.80	0.8081	632	4733
진돗개]	1786	5.80	1.2617	--	1630
유일하게	1787	5.80	0.8330	2443	4550
공연이	1788	5.80	0.7284	--	6294
수많은	1789	5.80	0.9258	--	1646
크게	1790	5.80	0.9258	908	695
매우	1791	5.80	0.9897	460	476
누이는	1792	5.80	0.9689	2277	--
내일	1793	5.80	0.8571	218	59
투표하셨습니다	1794	5.80	1.0302	--	1692
다음	1795	5.80	1.0102	261	450
맛은	1796	5.80	0.8330	--	6253
평생	1797	5.80	1.0302	1614	965
밥을	1798	5.80	0.7559	--	1671
동물이랑	1799	5.80	1.0498	2100	--
고양이	1800	5.80	1.1780	--	1515
예수	1801	5.80	1.8295	692	--
나	1802	5.80	1.0498	--	9
앞으로	1803	5.80	0.9476	1279	250
준비했군	1804	5.80	0.8571	5085	--
부자가	1805	5.80	1.1429	2417	--
특히	1806	5.80	0.9897	1255	518
싶습니다	1807	5.80	0.8806	784	1564
정상으로의	1808	5.80	1.0498	5119	--
라면	1809	5.80	1.1780	--	1664
LOL	1810	5.80	1.5119	--	5839
얘기해요	1811	5.80	1.0498	3524	--
그린	1812	5.80	0.9476	2583	3796
돌아왔다	1813	5.80	1.0302	3079	--
타임머신이	1814	5.80	0.8571	2132	--
빠르게	1815	5.80	0.9258	--	3168
귀가	1816	5.80	1.2289	--	2931
괜찮을	1817	5.80	0.9476	1558	--
수고	1818	5.80	1.0102	--	2399
노력하지	1819	5.80	1.0880	3366	--
하고싶은	1820	5.80	1.0880	--	6230
하나입니다	1821	5.80	0.9258	1467	--
뛰어요	1822	5.80	1.0102	2287	--
가꾸는	1823	5.80	0.9897	--	5362
당신이있어	1824	5.80	0.7825	2950	--
밝혔습니다	1825	5.80	1.0498	--	6113
저녁	1826	5.80	0.9035	250	415
싶은	1827	5.78	0.9322	513	350
동생은	1828	5.78	1.2171	--	5902
합의	1829	5.78	0.8401	--	4049
택배	1830	5.78	0.9322	--	6300
아~	1831	5.78	1.1830	--	1023
go	1832	5.78	0.9957	--	1535
내일부터	1833	5.78	0.9538	--	2098
거대한	1834	5.78	0.9957	--	5898
내년	1835	5.78	1.0160	--	270
가치가	1836	5.78	0.9538	2939	4791
Photo	1837	5.78	0.8401	--	2562
파리바게뜨	1838	5.78	1.0359	--	3995
추가	1839	5.78	1.0359	3444	2025
느껴집니다	1840	5.78	1.0554	3608	--
짝지어서	1841	5.78	0.9100	3736	--
드리겠습니다	1842	5.78	1.0554	--	4831
높이	1843	5.78	0.9957	1233	--
데뷔	1844	5.78	0.9957	--	3463
주일	1845	5.78	1.3746	1694	--
훗	1846	5.78	1.1119	--	1147
저녁을	1847	5.78	1.0359	2358	--
괜찮다면	1848	5.78	0.7365	2428	--
비행	1849	5.78	1.1119	3270	--
드릴게요	1850	5.78	0.8154	2877	--
만나고	1851	5.78	0.9538	--	2253
그녀의	1852	5.78	0.9322	148	4981
바랍니다	1853	5.78	1.0746	256	365
예약	1854	5.78	0.8401	--	3348
정말요	1855	5.78	0.8640	412	4956
읽는	1856	5.78	0.7900	--	4414
언니가	1857	5.78	0.9322	1634	866
드릴께요	1858	5.78	0.9322	2534	--
G스탬프	1859	5.78	0.9957	--	2964
밥먹고	1860	5.78	0.8873	--	2232
하나님의	1861	5.78	1.7990	--	1371
말씀하셨어요	1862	5.78	1.0554	3615	--
넵	1863	5.78	1.0934	--	778
오픈	1864	5.78	0.7637	--	1323
여러분	1865	5.78	0.9100	529	208
맞지	1866	5.78	0.7900	628	2691
붙었다고	1867	5.78	1.1119	4916	--
살아	1868	5.78	1.0160	930	2085
위한	1869	5.78	0.9750	1283	168
매일	1870	5.78	0.9750	399	317
먹지	1871	5.78	1.0554	--	3545
여러분께	1872	5.78	0.8154	3989	--
알아요	1873	5.78	0.9322	155	2714
영혼의	1874	5.78	1.1119	1433	--
출시	1875	5.78	0.9322	--	1335
마이웨이	1876	5.78	0.9538	--	4931
바라는	1877	5.78	0.8401	1443	1912
여자	1878	5.78	0.8640	180	570
소설	1879	5.78	0.8401	--	3143
됩니다	1880	5.78	0.9750	542	344
팍팍	1881	5.78	1.2501	--	4296
첫	1882	5.78	1.0359	--	355
사진도	1883	5.78	0.9322	--	3787
애들아	1884	5.78	0.9957	2859	--
명동	1885	5.78	0.9100	--	5800
아가씨들	1886	5.78	1.1480	2370	--
어린	1887	5.78	0.8154	2649	1716
위해서요	1888	5.78	1.0160	5087	--
대학생	1889	5.78	0.9957	--	2994
여러가지	1890	5.78	0.8640	3600	3683
받습니다	1891	5.78	0.9538	--	5579
연예인	1892	5.78	0.9322	--	2149
자다	1893	5.78	0.9100	--	6112
동네	1894	5.78	0.8640	1611	2250
서울에	1895	5.78	0.9322	--	3859
기억하고	1896	5.78	0.9100	--	4122
손님들	1897	5.78	0.8401	5086	--
할까요	1898	5.78	0.8401	--	3073
확실해	1899	5.78	0.8640	2084	--
ㅋㅋRT	1900	5.78	0.9957	--	2314
HD	1901	5.78	1.0160	--	5545
먹으면	1902	5.78	0.8401	4935	1182
설득했어	1903	5.78	0.8640	2801	--
내년에는	1904	5.78	0.9538	--	2517
너무너무	1905	5.78	0.8640	--	1425
이야기	1906	5.78	0.9322	532	532
미국	1907	5.78	0.9322	1121	469
모바일	1908	5.78	0.9322	--	1627
언제든지	1909	5.76	0.8935	--	4242
맘	1910	5.76	1.3786	--	2073
오	1911	5.76	0.8704	--	146
편지를	1912	5.76	1.0214	1229	5801
님	1913	5.76	0.9806	--	499
되고파요	1914	5.76	0.8935	4652	--
나만의	1915	5.76	1.0984	--	3747
직접	1916	5.76	0.9596	495	288
야영하자구	1917	5.76	1.0012	4921	--
[아이폰	1918	5.76	1.3334	--	1551
맘을	1919	5.76	1.0606	2319	6356
1만	1920	5.76	1.0797	--	2902
줄까요	1921	5.76	1.0412	2833	--
나야	1922	5.76	0.9806	374	2731
이해합니다	1923	5.76	0.8466	3037	--
갖다	1924	5.76	0.8935	1566	--
자동	1925	5.76	0.9161	--	5520
방문	1926	5.76	0.9381	--	4468
진짜요	1927	5.76	1.0797	--	4684
준비	1928	5.76	0.7709	2992	1773
확인합니다	1929	5.76	1.0012	1846	--
여학생	1930	5.76	0.8935	--	4364
할께요	1931	5.76	0.8221	3411	--
부러워	1932	5.76	1.2545	4259	4563
흐흐흐	1933	5.76	1.4786	--	5694
형이	1934	5.76	1.0606	--	2576
만나서	1935	5.76	0.8221	1422	1411
뵈었습니다	1936	5.76	0.9381	2496	--
선택	1937	5.76	0.7440	--	4545
그렇죠	1938	5.76	0.8221	1006	2114
내년에도	1939	5.76	0.8704	--	2174
가까운	1940	5.76	0.8935	2529	1981
정말	1941	5.76	1.0214	10	34
마음이	1942	5.76	0.8466	416	388
와보세요	1943	5.76	0.7160	834	--
영어로	1944	5.76	1.0412	--	2602
엄청난	1945	5.76	1.1704	1193	1129
100분께	1946	5.76	0.9381	--	2862
당연히	1947	5.76	0.8466	--	636
그럼요	1948	5.76	1.0412	567	5491
얼마든지	1949	5.76	1.0412	--	4314
책임집니다	1950	5.76	0.8466	4958	--
night	1951	5.76	1.0012	--	2805
오세요	1952	5.76	0.8221	1196	1779
